"","Poke.x","Poke.y","weight"
"18697","Tapu_Koko","Qwilfish",1
"18698","Tapu_Koko","Raichu-Alola",5
"18699","Tapu_Koko","Rapidash",1
"18700","Tapu_Koko","Registeel",1
"18701","Tapu_Koko","Rhyperior",1
"18702","Tapu_Koko","Ribombee",1
"18703","Tapu_Koko","Roaring_Moon",1
"18704","Tapu_Koko","Rotom-Fan",1
"18705","Tapu_Koko","Runerigus",1
"18706","Tapu_Koko","Salamence",1
"18707","Tapu_Koko","Sandslash-Alola",1
"18708","Tapu_Koko","Scizor-Mega",5
"18709","Tapu_Koko","Seismitoad",1
"18710","Tapu_Koko","Serperior",2
"18711","Tapu_Koko","Sharpedo-Mega",1
"18712","Tapu_Koko","Shiinotic",1
"18713","Tapu_Koko","Shuckle",1
"18714","Tapu_Koko","Sigilyph",1
"18715","Tapu_Koko","Silvally",1
"18716","Tapu_Koko","Skarmory",1
"18717","Tapu_Koko","Slowking-Galar",1
"18718","Tapu_Koko","Sneasel",1
"18719","Tapu_Koko","Snorlax",3
"18720","Tapu_Koko","Spidops",1
"18721","Tapu_Koko","Staraptor",1
"18722","Tapu_Koko","Starmie",2
"18723","Tapu_Koko","Steelix-Mega",1
"18724","Tapu_Koko","Stoutland",1
"18725","Tapu_Koko","Suicune",1
"18726","Tapu_Koko","Swampert",1
"18727","Tapu_Koko","Talonflame",1
"18728","Tapu_Koko","Tangela",2
"18729","Tapu_Koko","Tangrowth",2
"18730","Tapu_Koko","Thwackey",1
"18731","Tapu_Koko","Ting-Lu",3
"18732","Tapu_Koko","Tornadus-Therian",1
"18733","Tapu_Koko","Toxapex",1
"18734","Tapu_Koko","Tsareena",1
"18735","Tapu_Koko","Ursaluna-Bloodmoon",1
"18736","Tapu_Koko","Urshifu-Rapid-Strike",1
"18737","Tapu_Koko","Uxie",1
"18738","Tapu_Koko","Vaporeon",2
"18739","Tapu_Koko","Venomoth",1
"18740","Tapu_Koko","Victini",1
"18741","Tapu_Koko","Vikavolt",1
"18742","Tapu_Koko","Virizion",1
"18743","Tapu_Koko","Volcanion",1
"18744","Tapu_Koko","Volcarona",1
"18745","Tapu_Koko","Weezing",2
"18746","Tapu_Koko","Zarude",1
"18747","Tapu_Koko","Zygarde",2
"18748","Tapu_Lele","Absol-Mega",1
"18749","Tapu_Lele","Arcanine",1
"18750","Tapu_Lele","Arctovish",1
"18751","Tapu_Lele","Banette-Mega",1
"18752","Tapu_Lele","Baxcalibur",1
"18753","Tapu_Lele","Blissey",1
"18754","Tapu_Lele","Celesteela",1
"18755","Tapu_Lele","Chansey",1
"18756","Tapu_Lele","Cradily",1
"18757","Tapu_Lele","Deoxys-Speed",1
"18758","Tapu_Lele","Dewgong",1
"18759","Tapu_Lele","Dracovish",1
"18760","Tapu_Lele","Dragonite",1
"18761","Tapu_Lele","Ferrothorn",1
"18762","Tapu_Lele","Great_Tusk",1
"18763","Tapu_Lele","Gurdurr",1
"18764","Tapu_Lele","Hitmonlee",1
"18765","Tapu_Lele","Incineroar",1
"18766","Tapu_Lele","Infernape",1
"18767","Tapu_Lele","Jirachi",1
"18768","Tapu_Lele","Landorus-Therian",1
"18769","Tapu_Lele","Lickilicky",1
"18770","Tapu_Lele","Magnezone",1
"18771","Tapu_Lele","Meowscarada",1
"18772","Tapu_Lele","Mr-Rime",1
"18773","Tapu_Lele","Muk-Alola",1
"18774","Tapu_Lele","Ninjask",1
"18775","Tapu_Lele","Noivern",1
"18776","Tapu_Lele","Orthworm",1
"18777","Tapu_Lele","Pidgeot-Mega",1
"18778","Tapu_Lele","Regigigas",1
"18779","Tapu_Lele","Rhydon",1
"18780","Tapu_Lele","Rotom-Fan",1
"18781","Tapu_Lele","Rotom-Heat",1
"18782","Tapu_Lele","Sableye-Mega",1
"18783","Tapu_Lele","Scolipede",1
"18784","Tapu_Lele","Seismitoad",1
"18785","Tapu_Lele","Serperior",1
"18786","Tapu_Lele","Slowking-Galar",1
"18787","Tapu_Lele","Starmie",1
"18788","Tapu_Lele","Suicune",1
"18789","Tapu_Lele","Thundurus-Therian",1
"18790","Tapu_Lele","Togedemaru",1
"18791","Tapu_Lele","Toxtricity",1
"18792","Tapu_Lele","Venusaur-Mega",1
"18793","Tapu_Lele","Volcanion",1
"18794","Tapu_Lele","Zygarde",1
"18795","Tauros","Blastoise-Mega",1
"18796","Tauros","Cobalion",1
"18797","Tauros","Cofagrigus",1
"18798","Tauros","Crobat",1
"18799","Tauros","Ferrothorn",1
"18800","Tauros","Jolteon",1
"18801","Tauros","Landorus-Therian",1
"18802","Tauros","Ninetales-Alola",1
"18803","Tauros","Pangoro",1
"18804","Tauros","Victini",1
"18805","Tauros-Paldea","Arboliva",1
"18806","Tauros-Paldea","Bombirdier",1
"18807","Tauros-Paldea","Breloom",1
"18808","Tauros-Paldea","Bronzong",1
"18809","Tauros-Paldea","Clefable",1
"18810","Tauros-Paldea","Cloyster",1
"18811","Tauros-Paldea","Cyclizar",1
"18812","Tauros-Paldea","Delphox",1
"18813","Tauros-Paldea","Glimmora",1
"18814","Tauros-Paldea","Iron_Treads",1
"18815","Tauros-Paldea","Kilowattrel",1
"18816","Tauros-Paldea","Kyurem",1
"18817","Tauros-Paldea","Landorus",1
"18818","Tauros-Paldea","Lycanroc-Dusk",1
"18819","Tauros-Paldea","Masquerain",1
"18820","Tauros-Paldea","Sableye-Mega",1
"18821","Tauros-Paldea","Scream_Tail",1
"18822","Tauros-Paldea","Spidops",1
"18823","Tauros-Paldea","Tentacruel",1
"18824","Tauros-Paldea","Thundurus",1
"18825","Tentacruel","Abomasnow-Mega",1
"18826","Tentacruel","Accelgor",1
"18827","Tentacruel","Aggron-Mega",1
"18828","Tentacruel","Arboliva",1
"18829","Tentacruel","Aromatisse",1
"18830","Tentacruel","Azelf",1
"18831","Tentacruel","Bronzong",1
"18832","Tentacruel","Chandelure",1
"18833","Tentacruel","Cinderace",1
"18834","Tentacruel","Clefable",2
"18835","Tentacruel","Cyclizar",1
"18836","Tentacruel","Delphox",1
"18837","Tentacruel","Deoxys-Defense",1
"18838","Tentacruel","Ditto",1
"18839","Tentacruel","Dugtrio",1
"18840","Tentacruel","Eldegoss",1
"18841","Tentacruel","Goodra",1
"18842","Tentacruel","Heracross-Mega",1
"18843","Tentacruel","Hydreigon",1
"18844","Tentacruel","Kilowattrel",1
"18845","Tentacruel","Kingambit",1
"18846","Tentacruel","Kyurem",1
"18847","Tentacruel","Landorus",2
"18848","Tentacruel","Lycanroc-Dusk",1
"18849","Tentacruel","Mamoswine",1
"18850","Tentacruel","Masquerain",1
"18851","Tentacruel","Metagross",1
"18852","Tentacruel","Mienshao",1
"18853","Tentacruel","Rotom",1
"18854","Tentacruel","Serperior",1
"18855","Tentacruel","Spiritomb",1
"18856","Tentacruel","Tauros-Paldea",1
"18857","Tentacruel","Thundurus",1
"18858","Tentacruel","Tinkaton",1
"18859","Tentacruel","Tornadus-Therian",1
"18860","Tentacruel","Walrein",1
"18861","Tentacruel","Zebstrika",1
"18862","Terapagos","Aggron-Mega",1
"18863","Terapagos","Camerupt-Mega",1
"18864","Terapagos","Chimecho",1
"18865","Terapagos","Crobat",1
"18866","Terapagos","Dragapult",3
"18867","Terapagos","Greninja",1
"18868","Terapagos","Hitmonchan",1
"18869","Terapagos","Iron_Moth",1
"18870","Terapagos","Jirachi",1
"18871","Terapagos","Kingambit",1
"18872","Terapagos","Manectric-Mega",1
"18873","Terapagos","Meowscarada",1
"18874","Terapagos","Mew",1
"18875","Terapagos","Ogerpon",1
"18876","Terapagos","Oricorio",1
"18877","Terapagos","Primarina",1
"18878","Terapagos","Probopass",1
"18879","Terapagos","Quaquaval",1
"18880","Terapagos","Sandy_Shocks",1
"18881","Terapagos","Scream_Tail",1
"18882","Terapagos","Shaymin",1
"18883","Terapagos","Ting-Lu",1
"18884","Terapagos","Togekiss",1
"18885","Terapagos","Vespiquen",1
"18886","Terapagos","Volbeat",1
"18887","Terrakion","Absol-Mega",1
"18888","Terrakion","Aggron-Mega",1
"18889","Terrakion","Alcremie",1
"18890","Terrakion","Archaludon",1
"18891","Terrakion","Arctovish",1
"18892","Terrakion","Banette-Mega",1
"18893","Terrakion","Basculin",1
"18894","Terrakion","Ceruledge",1
"18895","Terrakion","Chandelure",1
"18896","Terrakion","Charizard-Mega-X",1
"18897","Terrakion","Cinccino",1
"18898","Terrakion","Cofagrigus",1
"18899","Terrakion","Darkrai",1
"18900","Terrakion","Darmanitan-Galar",1
"18901","Terrakion","Dhelmise",1
"18902","Terrakion","Donphan",1
"18903","Terrakion","Druddigon",1
"18904","Terrakion","Empoleon",1
"18905","Terrakion","Florges",1
"18906","Terrakion","Granbull",1
"18907","Terrakion","Haxorus",1
"18908","Terrakion","Incineroar",1
"18909","Terrakion","Jirachi",1
"18910","Terrakion","Kecleon",1
"18911","Terrakion","Landorus-Therian",1
"18912","Terrakion","Latios",1
"18913","Terrakion","Lickilicky",1
"18914","Terrakion","Magneton",1
"18915","Terrakion","Necrozma",1
"18916","Terrakion","Nidoqueen",2
"18917","Terrakion","Pidgeot-Mega",1
"18918","Terrakion","Piloswine",1
"18919","Terrakion","Raikou",1
"18920","Terrakion","Rotom-Mow",1
"18921","Terrakion","Slowbro",1
"18922","Terrakion","Slowking",1
"18923","Terrakion","Snorlax",1
"18924","Terrakion","Sylveon",1
"18925","Terrakion","Tangrowth",1
"18926","Terrakion","Togedemaru",1
"18927","Terrakion","Togekiss",1
"18928","Terrakion","Tsareena",2
"18929","Terrakion","Vaporeon",2
"18930","Terrakion","Victini",1
"18931","Terrakion","Vikavolt",1
"18932","Terrakion","Weezing",1
"18933","Terrakion","Zapdos",1
"18934","Thundurus","Abomasnow-Mega",1
"18935","Thundurus","Accelgor",1
"18936","Thundurus","Alcremie",1
"18937","Thundurus","Alomomola",1
"18938","Thundurus","Annihilape",1
"18939","Thundurus","Archaludon",1
"18940","Thundurus","Avalugg-Hisui",1
"18941","Thundurus","Bombirdier",1
"18942","Thundurus","Breloom",1
"18943","Thundurus","Chandelure",1
"18944","Thundurus","Clefable",1
"18945","Thundurus","Cloyster",1
"18946","Thundurus","Cryogonal",1
"18947","Thundurus","Cyclizar",1
"18948","Thundurus","Darmanitan",1
"18949","Thundurus","Ditto",1
"18950","Thundurus","Dugtrio",1
"18951","Thundurus","Eldegoss",1
"18952","Thundurus","Entei",1
"18953","Thundurus","Excadrill",2
"18954","Thundurus","Flamigo",1
"18955","Thundurus","Garchomp-Mega",1
"18956","Thundurus","Gardevoir-Mega",1
"18957","Thundurus","Gigalith",2
"18958","Thundurus","Glimmora",2
"18959","Thundurus","Haunter",1
"18960","Thundurus","Haxorus",1
"18961","Thundurus","Heracross",1
"18962","Thundurus","Hoopa",2
"18963","Thundurus","Hydreigon",1
"18964","Thundurus","Hypno",1
"18965","Thundurus","Indeedee",1
"18966","Thundurus","Iron_Treads",1
"18967","Thundurus","Klefki",1
"18968","Thundurus","Liepard",1
"18969","Thundurus","Melmetal",1
"18970","Thundurus","Metagross",1
"18971","Thundurus","Miltank",2
"18972","Thundurus","Nidoqueen",1
"18973","Thundurus","Overqwil",1
"18974","Thundurus","Pelipper",1
"18975","Thundurus","Persian-Alola",1
"18976","Thundurus","Porygon-Z",1
"18977","Thundurus","Pyroar",1
"18978","Thundurus","Ribombee",1
"18979","Thundurus","Roaring_Moon",1
"18980","Thundurus","Sableye-Mega",1
"18981","Thundurus","Scolipede",1
"18982","Thundurus","Scream_Tail",1
"18983","Thundurus","Serperior",1
"18984","Thundurus","Sharpedo-Mega",1
"18985","Thundurus","Shaymin",1
"18986","Thundurus","Skeledirge",1
"18987","Thundurus","Slowbro",1
"18988","Thundurus","Spidops",1
"18989","Thundurus","Starmie",1
"18990","Thundurus","Suicune",1
"18991","Thundurus","Swellow",1
"18992","Thundurus","Tauros-Paldea",1
"18993","Thundurus","Tentacruel",1
"18994","Thundurus","Ursaluna-Bloodmoon",1
"18995","Thundurus","Virizion",1
"18996","Thundurus","Walrein",1
"18997","Thundurus","Whimsicott",1
"18998","Thundurus","Zoroark-Hisui",1
"18999","Thundurus-Therian","Absol-Mega",1
"19000","Thundurus-Therian","Alakazam",1
"19001","Thundurus-Therian","Araquanid",1
"19002","Thundurus-Therian","Banette-Mega",1
"19003","Thundurus-Therian","Bastiodon",1
"19004","Thundurus-Therian","Celesteela",1
"19005","Thundurus-Therian","Chansey",1
"19006","Thundurus-Therian","Charizard-MegaY",1
"19007","Thundurus-Therian","Cobalion",1
"19008","Thundurus-Therian","Cryogonal",1
"19009","Thundurus-Therian","Deoxys-Defense",1
"19010","Thundurus-Therian","Diancie-Mega",1
"19011","Thundurus-Therian","Emboar",1
"19012","Thundurus-Therian","Flygon",1
"19013","Thundurus-Therian","Froslass",1
"19014","Thundurus-Therian","Garchomp",1
"19015","Thundurus-Therian","Gengar",1
"19016","Thundurus-Therian","Gouging_Fire",1
"19017","Thundurus-Therian","Gurdurr",1
"19018","Thundurus-Therian","Illumise",1
"19019","Thundurus-Therian","Incineroar",1
"19020","Thundurus-Therian","Infernape",1
"19021","Thundurus-Therian","Iron_Treads",1
"19022","Thundurus-Therian","Iron_Valiant",2
"19023","Thundurus-Therian","Jirachi",1
"19024","Thundurus-Therian","Kingambit",1
"19025","Thundurus-Therian","Klefki",1
"19026","Thundurus-Therian","Kyurem",1
"19027","Thundurus-Therian","Latios",1
"19028","Thundurus-Therian","Liepard",1
"19029","Thundurus-Therian","Lycanroc-Night",1
"19030","Thundurus-Therian","Moltres",1
"19031","Thundurus-Therian","Noivern",1
"19032","Thundurus-Therian","Oricorio",1
"19033","Thundurus-Therian","Quagsire",1
"19034","Thundurus-Therian","Raticate-Alola",1
"19035","Thundurus-Therian","Reuniclus",1
"19036","Thundurus-Therian","Roserade",1
"19037","Thundurus-Therian","Samurott-Hisui",1
"19038","Thundurus-Therian","Sandslash",1
"19039","Thundurus-Therian","Scyther",1
"19040","Thundurus-Therian","Seismitoad",1
"19041","Thundurus-Therian","Shaymin",1
"19042","Thundurus-Therian","Shuckle",1
"19043","Thundurus-Therian","Snorlax",2
"19044","Thundurus-Therian","Starmie",1
"19045","Thundurus-Therian","Swellow",1
"19046","Thundurus-Therian","Tangrowth",1
"19047","Thundurus-Therian","Tapu_Fini",1
"19048","Thundurus-Therian","Tapu_Lele",1
"19049","Thundurus-Therian","Togedemaru",1
"19050","Thundurus-Therian","Tsareena",2
"19051","Thundurus-Therian","Vaporeon",1
"19052","Thundurus-Therian","Venusaur-Mega",1
"19053","Thundurus-Therian","Weezing",2
"19054","Thundurus-Therian","Xatu",1
"19055","Thwackey","Celesteela",1
"19056","Thwackey","Donphan",1
"19057","Thwackey","Dragonite",1
"19058","Thwackey","Electrode-Hisui",1
"19059","Thwackey","Gardevoir-Mega",1
"19060","Thwackey","Gengar",1
"19061","Thwackey","Gliscor",1
"19062","Thwackey","Keldeo",1
"19063","Thwackey","Kyurem",1
"19064","Thwackey","Leavanny",1
"19065","Thwackey","Moltres",1
"19066","Thwackey","Persian-Alola",1
"19067","Thwackey","Probopass",1
"19068","Thwackey","Raichu-Alola",1
"19069","Thwackey","Scizor-Mega",1
"19070","Thwackey","Scrafty",1
"19071","Thwackey","Snorlax",1
"19072","Thwackey","Staraptor",1
"19073","Thwackey","Tapu_Koko",1
"19074","Thwackey","Volcanion",1
"19075","Ting-Lu","Aerodactyl-Mega",1
"19076","Ting-Lu","Amoonguss",1
"19077","Ting-Lu","Armaldo",1
"19078","Ting-Lu","Basculin",1
"19079","Ting-Lu","Blastoise-Mega",1
"19080","Ting-Lu","Blaziken",1
"19081","Ting-Lu","Blissey",1
"19082","Ting-Lu","Chimecho",1
"19083","Ting-Lu","Corviknight",1
"19084","Ting-Lu","Cyclizar",1
"19085","Ting-Lu","Darmanitan",1
"19086","Ting-Lu","Dragapult",3
"19087","Ting-Lu","Druddigon",1
"19088","Ting-Lu","Escavalier",1
"19089","Ting-Lu","Gardevoir-Mega",1
"19090","Ting-Lu","Gholdengo",1
"19091","Ting-Lu","Glaceon",1
"19092","Ting-Lu","Glastrier",1
"19093","Ting-Lu","Golbat",1
"19094","Ting-Lu","Hitmonchan",1
"19095","Ting-Lu","Illumise",1
"19096","Ting-Lu","Iron_Boulder",1
"19097","Ting-Lu","Iron_Leaves",2
"19098","Ting-Lu","Iron_Moth",2
"19099","Ting-Lu","Iron_Valiant",1
"19100","Ting-Lu","Jirachi",1
"19101","Ting-Lu","Latias",1
"19102","Ting-Lu","Ludicolo",1
"19103","Ting-Lu","Magmortar",1
"19104","Ting-Lu","Manectric-Mega",1
"19105","Ting-Lu","Marowak-Alola",1
"19106","Ting-Lu","Meowscarada",1
"19107","Ting-Lu","Naclstack",2
"19108","Ting-Lu","Orthworm",1
"19109","Ting-Lu","Palafin",1
"19110","Ting-Lu","Pincurchin",1
"19111","Ting-Lu","Pinsir-Mega",1
"19112","Ting-Lu","Primarina",1
"19113","Ting-Lu","Probopass",1
"19114","Ting-Lu","Regieleki",1
"19115","Ting-Lu","Registeel",1
"19116","Ting-Lu","Rotom-Wash",1
"19117","Ting-Lu","Serperior",1
"19118","Ting-Lu","Silvally",1
"19119","Ting-Lu","Slowking",1
"19120","Ting-Lu","Spidops",1
"19121","Ting-Lu","Staraptor",1
"19122","Ting-Lu","Tapu_Koko",3
"19123","Ting-Lu","Terapagos",1
"19124","Ting-Lu","Vanilluxe",1
"19125","Ting-Lu","Weezing",1
"19126","Tinkaton","Amoonguss",1
"19127","Tinkaton","Cinderace",1
"19128","Tinkaton","Coalossal",1
"19129","Tinkaton","Cresselia",1
"19130","Tinkaton","Cyclizar",1
"19131","Tinkaton","Deoxys-Defense",1
"19132","Tinkaton","Dondozo",1
"19133","Tinkaton","Eldegoss",1
"19134","Tinkaton","Electrode-Hisui",1
"19135","Tinkaton","Frosmoth",1
"19136","Tinkaton","Gholdengo",1
"19137","Tinkaton","Gliscor",1
"19138","Tinkaton","Goodra",1
"19139","Tinkaton","Heracross-Mega",1
"19140","Tinkaton","Kilowattrel",1
"19141","Tinkaton","Kingambit",1
"19142","Tinkaton","Komala",1
"19143","Tinkaton","Landorus",1
"19144","Tinkaton","Latios",1
"19145","Tinkaton","Mamoswine",1
"19146","Tinkaton","Meowscarada",1
"19147","Tinkaton","Moltres",1
"19148","Tinkaton","Rotom",1
"19149","Tinkaton","Samurott-Hisui",1
"19150","Tinkaton","Tentacruel",1
"19151","Tinkaton","Urshifu_Rapid_Strike",1
"19152","Tinkaton","Wyrdeer",1
"19153","Tinkaton","Zamazenta-Crowned",1
"19154","Togedemaru","Alcremie",1
"19155","Togedemaru","Archaludon",1
"19156","Togedemaru","Arctovish",1
"19157","Togedemaru","Banette-Mega",1
"19158","Togedemaru","Celesteela",1
"19159","Togedemaru","Ceruledge",1
"19160","Togedemaru","Chansey",1
"19161","Togedemaru","Darkrai",1
"19162","Togedemaru","Gurdurr",1
"19163","Togedemaru","Incineroar",1
"19164","Togedemaru","Landorus-Therian",1
"19165","Togedemaru","Noivern",1
"19166","Togedemaru","Seismitoad",1
"19167","Togedemaru","Slowking",1
"19168","Togedemaru","Starmie",1
"19169","Togedemaru","Tangrowth",1
"19170","Togedemaru","Tapu_Lele",1
"19171","Togedemaru","Terrakion",1
"19172","Togedemaru","Thundurus-Therian",1
"19173","Togedemaru","Venusaur-Mega",1
"19174","Togekiss","Aegislash",1
"19175","Togekiss","Alakazam-Mega",1
"19176","Togekiss","Alomomola",1
"19177","Togekiss","Amoonguss",1
"19178","Togekiss","Arcanine",1
"19179","Togekiss","Basculin",1
"19180","Togekiss","Baxcalibur",1
"19181","Togekiss","Beedrill-Mega",1
"19182","Togekiss","Blastoise-Mega",1
"19183","Togekiss","Cacturne",1
"19184","Togekiss","Camerupt-Mega",1
"19185","Togekiss","Celebi",1
"19186","Togekiss","Celesteela",1
"19187","Togekiss","Chansey",1
"19188","Togekiss","Chi-Yu",1
"19189","Togekiss","Copperajah",1
"19190","Togekiss","Cryogonal",1
"19191","Togekiss","Darmanitan",1
"19192","Togekiss","Donphan",2
"19193","Togekiss","Dragapult",3
"19194","Togekiss","Dugtrio",1
"19195","Togekiss","Electivire",1
"19196","Togekiss","Empoleon",4
"19197","Togekiss","Espeon",1
"19198","Togekiss","Forretress",1
"19199","Togekiss","Gallade-Mega",1
"19200","Togekiss","Gengar",1
"19201","Togekiss","Golbat",1
"19202","Togekiss","Golurk",1
"19203","Togekiss","Gourgeist",1
"19204","Togekiss","Gurdurr",1
"19205","Togekiss","Haxorus",2
"19206","Togekiss","Hitmonchan",1
"19207","Togekiss","Hydreigon",2
"19208","Togekiss","Incineroar",2
"19209","Togekiss","Jirachi",3
"19210","Togekiss","Jolteon",2
"19211","Togekiss","Keldeo",1
"19212","Togekiss","Kingambit",1
"19213","Togekiss","Kricketune",1
"19214","Togekiss","Krookodile",1
"19215","Togekiss","Kyurem-Black",1
"19216","Togekiss","Landorus-Therian",1
"19217","Togekiss","Latios-Mega",2
"19218","Togekiss","Linoone",1
"19219","Togekiss","Lucario",1
"19220","Togekiss","Lycanroc",2
"19221","Togekiss","Machamp",1
"19222","Togekiss","Malamar",1
"19223","Togekiss","Mamoswine",1
"19224","Togekiss","Manectric-Mega",2
"19225","Togekiss","Mew",1
"19226","Togekiss","Miltank",2
"19227","Togekiss","Mismagius",1
"19228","Togekiss","Moltres",1
"19229","Togekiss","Necrozma",1
"19230","Togekiss","Nidoking",1
"19231","Togekiss","Nihilego",3
"19232","Togekiss","Orbeetle",2
"19233","Togekiss","Oricorio",1
"19234","Togekiss","Orthworm",1
"19235","Togekiss","Pidgeot-Mega",1
"19236","Togekiss","Quaquaval",2
"19237","Togekiss","Raikou",1
"19238","Togekiss","Raticate-Alola",1
"19239","Togekiss","Registeel",1
"19240","Togekiss","Rhydon",1
"19241","Togekiss","Rhyperior",1
"19242","Togekiss","Roserade",1
"19243","Togekiss","Rotom-Heat",2
"19244","Togekiss","Rotom-Mow",1
"19245","Togekiss","Salazzle",1
"19246","Togekiss","Scyther",1
"19247","Togekiss","Seismitoad",1
"19248","Togekiss","Shaymin",1
"19249","Togekiss","Shuckle",1
"19250","Togekiss","Silvally",1
"19251","Togekiss","Skuntank",1
"19252","Togekiss","Slowbro-Mega",1
"19253","Togekiss","Slurpuff",1
"19254","Togekiss","Swampert",2
"19255","Togekiss","Swellow",1
"19256","Togekiss","Talonflame",1
"19257","Togekiss","Terapagos",1
"19258","Togekiss","Terrakion",1
"19259","Togekiss","Tornadus",1
"19260","Togekiss","Tsareena",5
"19261","Togekiss","Type_Null",1
"19262","Togekiss","Typhlosion",1
"19263","Togekiss","Urshifu",2
"19264","Togekiss","Urshifu-Rapid-Strike",1
"19265","Togekiss","Venusaur-Mega",2
"19266","Togekiss","Vikavolt",1
"19267","Togekiss","Volbeat",2
"19268","Togekiss","Volcarona",1
"19269","Togekiss","Weezing",1
"19270","Togekiss","Zeraora",2
"19271","Togekiss","Zygarde",1
"19272","Torkoal","Aerodactyl",1
"19273","Torkoal","Aggron",1
"19274","Torkoal","Archeops",1
"19275","Torkoal","Armaldo",1
"19276","Torkoal","Audino-Mega",1
"19277","Torkoal","Bronzong",1
"19278","Torkoal","Brute_Bonnet",2
"19279","Torkoal","Charizard-Mega-Y",1
"19280","Torkoal","Clodsire",1
"19281","Torkoal","Crobat",1
"19282","Torkoal","Dottler",1
"19283","Torkoal","Dusclops",1
"19284","Torkoal","Espathra",1
"19285","Torkoal","Exeggutor",1
"19286","Torkoal","Farigiraf",1
"19287","Torkoal","Galvantula",1
"19288","Torkoal","Gastrodon",1
"19289","Torkoal","Gigalith",1
"19290","Torkoal","Gliscor",1
"19291","Torkoal","Goodra",1
"19292","Torkoal","Gouging_Fire",1
"19293","Torkoal","Great_Tusk",2
"19294","Torkoal","Hatterene",1
"19295","Torkoal","Haxorus",1
"19296","Torkoal","Heatran",1
"19297","Torkoal","Heliolisk",1
"19298","Torkoal","Houndoom-Mega",2
"19299","Torkoal","Klefki",1
"19300","Torkoal","Krookodile",1
"19301","Torkoal","Latios",1
"19302","Torkoal","Lopunny-Mega",1
"19303","Torkoal","Magnezone",1
"19304","Torkoal","Mamoswine",1
"19305","Torkoal","Melmetal",1
"19306","Torkoal","Palafin",1
"19307","Torkoal","Primarina",1
"19308","Torkoal","Raging_Bolt",1
"19309","Torkoal","Rotom",1
"19310","Torkoal","Scovillain",1
"19311","Torkoal","Scream_Tail",1
"19312","Torkoal","Scyther",1
"19313","Torkoal","Slither_Wing",1
"19314","Torkoal","Smeargle",1
"19315","Torkoal","Stakataka",1
"19316","Torkoal","Tapu_Fini",1
"19317","Torkoal","Umbreon",1
"19318","Torkoal","Venusaur",2
"19319","Torkoal","Volbeat",1
"19320","Torkoal","Volcarona",1
"19321","Torkoal","Walking_Wake",3
"19322","Torkoal","Weavile",2
"19323","Torkoal","Weezing",1
"19324","Tornadus","Aegislash",1
"19325","Tornadus","Aggron",1
"19326","Tornadus","Alomomola",1
"19327","Tornadus","Ambipom",1
"19328","Tornadus","Ampharos",1
"19329","Tornadus","Aromatisse",1
"19330","Tornadus","Audino-Mega",1
"19331","Tornadus","Beedrill-Mega",1
"19332","Tornadus","Blacephalon",1
"19333","Tornadus","Blaziken",1
"19334","Tornadus","Chansey",1
"19335","Tornadus","Chesnaught",1
"19336","Tornadus","Darmanitan",1
"19337","Tornadus","Diancie-Mega",1
"19338","Tornadus","Dragalge",1
"19339","Tornadus","Drapion",1
"19340","Tornadus","Dusknoir",1
"19341","Tornadus","Empoleon",2
"19342","Tornadus","Gliscor",1
"19343","Tornadus","Goodra",1
"19344","Tornadus","Greninja",2
"19345","Tornadus","Gurdurr",1
"19346","Tornadus","Heracross",1
"19347","Tornadus","Hitmontop",1
"19348","Tornadus","Hydreigon",1
"19349","Tornadus","Infernape",1
"19350","Tornadus","Jolteon",1
"19351","Tornadus","Kartana",1
"19352","Tornadus","Latios",1
"19353","Tornadus","Mamoswine",1
"19354","Tornadus","Mandibuzz",1
"19355","Tornadus","Manectric-Mega",1
"19356","Tornadus","Mantine",1
"19357","Tornadus","Mienshao",1
"19358","Tornadus","Mismagius",1
"19359","Tornadus","Mudsdale",1
"19360","Tornadus","Muk-Alola",1
"19361","Tornadus","Nidoking",1
"19362","Tornadus","Ninetales-Alola",1
"19363","Tornadus","Obstagoon",1
"19364","Tornadus","Orbeetle",1
"19365","Tornadus","Primarina",1
"19366","Tornadus","Raikou",1
"19367","Tornadus","Registeel",1
"19368","Tornadus","Reuniclus",1
"19369","Tornadus","Rhydon",1
"19370","Tornadus","Rillaboom",1
"19371","Tornadus","Rotom",1
"19372","Tornadus","Sableye-Mega",1
"19373","Tornadus","Sandslash",1
"19374","Tornadus","Scizor-Mega",2
"19375","Tornadus","Shaymin",1
"19376","Tornadus","Skarmory",1
"19377","Tornadus","Snorlax",1
"19378","Tornadus","Sylveon",1
"19379","Tornadus","Talonflame",1
"19380","Tornadus","Tangrowth",1
"19381","Tornadus","Togekiss",1
"19382","Tornadus","Tsareena",1
"19383","Tornadus","Umbreon",1
"19384","Tornadus","Uxie",1
"19385","Tornadus","Vaporeon",1
"19386","Tornadus","Volcarona",1
"19387","Tornadus","Zeraora",2
"19388","Tornadus","Zygarde",2
"19389","Tornadus-Therian","Absol-Mega",1
"19390","Tornadus-Therian","Aggron-Mega",1
"19391","Tornadus-Therian","Alomomola",1
"19392","Tornadus-Therian","Ambipom",1
"19393","Tornadus-Therian","Annihilape",1
"19394","Tornadus-Therian","Appletun",1
"19395","Tornadus-Therian","Araquanid",1
"19396","Tornadus-Therian","Arcanine",2
"19397","Tornadus-Therian","Ariados",1
"19398","Tornadus-Therian","Aromatisse",4
"19399","Tornadus-Therian","Avalugg-Hisui",1
